"","Wavelength","Lens","OD"
"1063",352,"Pi4",4
"1064",352,"Pi5",5
"1065",353,"Pi14",1
"1066",353,"Pi15",1.5
"1067",353,"Pi16",4
"1068",353,"Pi17",5
"1069",353,"Pi18",7
"1070",353,"Pi3",7
"1071",353,"Pi4",4
"1072",353,"Pi5",5
"1073",354,"Pi14",1
"1074",354,"Pi15",1.5
"1075",354,"Pi16",4
"1076",354,"Pi17",5
"1077",354,"Pi18",7
"1078",354,"Pi3",7
"1079",354,"Pi4",4
"1080",354,"Pi5",5
"1081",355,"Pi14",1
"1082",355,"Pi15",1.5
"1083",355,"Pi16",4
"1084",355,"Pi17",5
"1085",355,"Pi18",7
"1086",355,"Pi3",7
"1087",355,"Pi4",4
"1088",355,"Pi5",5
"1089",356,"Pi14",1
"1090",356,"Pi15",1.5
"1091",356,"Pi16",4
"1092",356,"Pi17",5
"1093",356,"Pi18",7
"1094",356,"Pi3",7
"1095",356,"Pi4",4
"1096",356,"Pi5",5
"1097",357,"Pi14",1
"1098",357,"Pi15",1.5
"1099",357,"Pi16",4
"1100",357,"Pi17",5
"1101",357,"Pi18",7
"1102",357,"Pi3",7
"1103",357,"Pi4",4
"1104",357,"Pi5",5
"1105",358,"Pi14",1
"1106",358,"Pi15",1.5
"1107",358,"Pi16",4
"1108",358,"Pi17",5
"1109",358,"Pi18",7
"1110",358,"Pi3",7
"1111",358,"Pi4",4
"1112",358,"Pi5",5
"1113",359,"Pi14",1
"1114",359,"Pi15",1.5
"1115",359,"Pi16",4
"1116",359,"Pi17",5
"1117",359,"Pi18",7
"1118",359,"Pi3",7
"1119",359,"Pi4",4
"1120",359,"Pi5",5
"1121",360,"Pi14",1
"1122",360,"Pi15",1.5
"1123",360,"Pi16",4
"1124",360,"Pi17",5
"1125",360,"Pi18",7
"1126",360,"Pi3",7
"1127",360,"Pi4",4
"1128",360,"Pi5",5
"1129",361,"Pi14",1
"1130",361,"Pi15",1.5
"1131",361,"Pi16",4
"1132",361,"Pi17",5
"1133",361,"Pi18",7
"1134",361,"Pi3",7
"1135",361,"Pi4",4
"1136",361,"Pi5",5
"1137",362,"Pi14",1
"1138",362,"Pi15",1.5
"1139",362,"Pi16",4
"1140",362,"Pi17",5
"1141",362,"Pi18",7
"1142",362,"Pi3",7
"1143",362,"Pi4",4
"1144",362,"Pi5",5
"1145",363,"Pi14",1
"1146",363,"Pi15",1.5
"1147",363,"Pi16",4
"1148",363,"Pi17",5
"1149",363,"Pi18",7
"1150",363,"Pi3",7
"1151",363,"Pi4",4
"1152",363,"Pi5",5
"1153",364,"Pi14",1
"1154",364,"Pi15",1.5
"1155",364,"Pi16",4
"1156",364,"Pi17",5
"1157",364,"Pi18",7
"1158",364,"Pi3",7
"1159",364,"Pi4",4
"1160",364,"Pi5",5
"1161",365,"Pi14",1
"1162",365,"Pi15",1.5
"1163",365,"Pi16",4
"1164",365,"Pi17",5
"1165",365,"Pi18",7
"1166",365,"Pi3",7
"1167",365,"Pi4",4
"1168",365,"Pi5",5
"1169",366,"Pi14",1
"1170",366,"Pi15",1.5
"1171",366,"Pi16",4
"1172",366,"Pi17",5
"1173",366,"Pi18",7
"1174",366,"Pi3",7
"1175",366,"Pi4",4
"1176",366,"Pi5",5
"1177",367,"Pi14",1
"1178",367,"Pi15",1.5
"1179",367,"Pi16",4
"1180",367,"Pi17",5
"1181",367,"Pi18",7
"1182",367,"Pi3",7
"1183",367,"Pi4",4
"1184",367,"Pi5",5
"1185",368,"Pi14",1
"1186",368,"Pi15",1.5
"1187",368,"Pi16",4
"1188",368,"Pi17",5
"1189",368,"Pi18",7
"1190",368,"Pi3",7
"1191",368,"Pi4",4
"1192",368,"Pi5",5
"1193",369,"Pi14",1
"1194",369,"Pi15",1.5
"1195",369,"Pi16",4
"1196",369,"Pi17",5
"1197",369,"Pi18",7
"1198",369,"Pi3",7
"1199",369,"Pi4",4
"1200",369,"Pi5",5
"1201",370,"Pi14",1
"1202",370,"Pi15",1.5
"1203",370,"Pi16",4
"1204",370,"Pi17",5
"1205",370,"Pi18",7
"1206",370,"Pi3",7
"1207",370,"Pi4",4
"1208",370,"Pi5",5
"1209",371,"Pi14",1
"1210",371,"Pi15",1.5
"1211",371,"Pi16",4
"1212",371,"Pi17",5
"1213",371,"Pi18",7
"1214",371,"Pi3",7
"1215",371,"Pi4",4
"1216",371,"Pi5",5
"1217",372,"Pi14",1
"1218",372,"Pi15",1.5
"1219",372,"Pi16",4
"1220",372,"Pi17",5
"1221",372,"Pi18",7
"1222",372,"Pi3",7
"1223",372,"Pi4",4
"1224",372,"Pi5",5
"1225",373,"Pi14",1
"1226",373,"Pi15",1.5
"1227",373,"Pi16",4
"1228",373,"Pi17",5
"1229",373,"Pi18",7
"1230",373,"Pi3",7
"1231",373,"Pi4",4
"1232",373,"Pi5",5
"1233",374,"Pi14",1
"1234",374,"Pi15",1.5
"1235",374,"Pi16",4
"1236",374,"Pi17",5
"1237",374,"Pi18",7
"1238",374,"Pi3",7
"1239",374,"Pi4",4
"1240",374,"Pi5",5
"1241",375,"Pi14",1
"1242",375,"Pi15",1.5
"1243",375,"Pi16",4
"1244",375,"Pi17",5
"1245",375,"Pi18",7
"1246",375,"Pi3",7
"1247",375,"Pi4",4
"1248",375,"Pi5",5
"1249",376,"Pi14",1
"1250",376,"Pi15",1.5
"1251",376,"Pi16",4
"1252",376,"Pi17",5
"1253",376,"Pi18",7
"1254",376,"Pi3",7
"1255",376,"Pi4",4
"1256",376,"Pi5",5
"1257",377,"Pi14",1
"1258",377,"Pi15",1.5
"1259",377,"Pi16",4
"1260",377,"Pi17",5
"1261",377,"Pi18",7
"1262",377,"Pi3",7
"1263",377,"Pi4",4
"1264",377,"Pi5",5
"1265",378,"Pi14",1
"1266",378,"Pi15",1.5
"1267",378,"Pi16",4
"1268",378,"Pi17",5
"1269",378,"Pi18",7
"1270",378,"Pi3",7
"1271",378,"Pi4",4
"1272",378,"Pi5",5
"1273",379,"Pi14",1
"1274",379,"Pi15",1.5
"1275",379,"Pi16",4
"1276",379,"Pi17",5
"1277",379,"Pi18",7
"1278",379,"Pi3",7
"1279",379,"Pi4",4
"1280",379,"Pi5",5
"1281",380,"Pi14",1
"1282",380,"Pi15",1.5
"1283",380,"Pi16",4
"1284",380,"Pi17",5
"1285",380,"Pi18",7
"1286",380,"Pi3",7
"1287",380,"Pi4",4
"1288",380,"Pi5",5
"1289",381,"Pi14",1
"1290",381,"Pi15",1.5
"1291",381,"Pi16",4
"1292",381,"Pi17",5
"1293",381,"Pi18",7
"1294",381,"Pi3",7
"1295",381,"Pi4",4
"1296",381,"Pi5",5
"1297",382,"Pi14",1
"1298",382,"Pi15",1.5
"1299",382,"Pi16",4
"1300",382,"Pi17",5
"1301",382,"Pi18",7
"1302",382,"Pi3",7
"1303",382,"Pi4",4
"1304",382,"Pi5",5
"1305",383,"Pi14",1
"1306",383,"Pi15",1.5
"1307",383,"Pi16",4
"1308",383,"Pi17",5
"1309",383,"Pi18",7
"1310",383,"Pi3",7
"1311",383,"Pi4",4
"1312",383,"Pi5",5
"1313",384,"Pi14",1
"1314",384,"Pi15",1.5
"1315",384,"Pi16",4
"1316",384,"Pi17",5
"1317",384,"Pi18",7
"1318",384,"Pi3",7
"1319",384,"Pi4",4
"1320",384,"Pi5",5
"1321",385,"Pi14",1
"1322",385,"Pi15",1.5
"1323",385,"Pi16",4
"1324",385,"Pi17",5
"1325",385,"Pi18",7
"1326",385,"Pi3",7
"1327",385,"Pi4",4
"1328",385,"Pi5",5
"1329",386,"Pi14",1
"1330",386,"Pi15",1.5
"1331",386,"Pi16",4
"1332",386,"Pi17",5
"1333",386,"Pi18",7
"1334",386,"Pi3",7
"1335",386,"Pi4",4
"1336",386,"Pi5",5
"1337",387,"Pi14",1
"1338",387,"Pi15",1.5
"1339",387,"Pi16",4
"1340",387,"Pi17",5
"1341",387,"Pi18",7
"1342",387,"Pi3",7
"1343",387,"Pi4",4
"1344",387,"Pi5",5
"1345",388,"Pi14",1
"1346",388,"Pi15",1.5
"1347",388,"Pi16",4
"1348",388,"Pi17",5
"1349",388,"Pi18",7
"1350",388,"Pi3",7
"1351",388,"Pi4",4
"1352",388,"Pi5",5
"1353",389,"Pi14",1
"1354",389,"Pi15",1.5
"1355",389,"Pi16",4
"1356",389,"Pi17",5
"1357",389,"Pi18",7
"1358",389,"Pi3",7
"1359",389,"Pi4",4
"1360",389,"Pi5",5
"1361",390,"Pi14",1
"1362",390,"Pi15",1.5
"1363",390,"Pi16",4
"1364",390,"Pi17",5
"1365",390,"Pi18",7
"1366",390,"Pi3",7
"1367",390,"Pi4",4
"1368",390,"Pi5",5
"1369",391,"Pi14",1
"1370",391,"Pi15",1.5
"1371",391,"Pi16",4
"1372",391,"Pi17",5
"1373",391,"Pi18",7
"1374",391,"Pi3",7
"1375",391,"Pi4",4
"1376",391,"Pi5",5
"1377",392,"Pi14",1
"1378",392,"Pi15",1.5
"1379",392,"Pi16",4
"1380",392,"Pi17",5
"1381",392,"Pi18",7
"1382",392,"Pi3",7
"1383",392,"Pi4",4
"1384",392,"Pi5",5
"1385",393,"Pi14",1
"1386",393,"Pi15",1.5
"1387",393,"Pi16",4
"1388",393,"Pi17",5
"1389",393,"Pi18",7
"1390",393,"Pi3",7
"1391",393,"Pi4",4
"1392",393,"Pi5",5
"1393",394,"Pi14",1
"1394",394,"Pi15",1.5
"1395",394,"Pi16",4
"1396",394,"Pi17",5
"1397",394,"Pi18",7
"1398",394,"Pi3",7
"1399",394,"Pi4",4
"1400",394,"Pi5",5
"1401",395,"Pi14",1
"1402",395,"Pi15",1.5
"1403",395,"Pi16",4
"1404",395,"Pi17",5
"1405",395,"Pi18",7
"1406",395,"Pi3",7
"1407",395,"Pi4",4
"1408",395,"Pi5",5
"1409",396,"Pi14",1
"1410",396,"Pi15",1.5
"1411",396,"Pi16",4
"1412",396,"Pi17",5
"1413",396,"Pi18",7
"1414",396,"Pi3",7
"1415",396,"Pi4",4
"1416",396,"Pi5",5
"1417",397,"Pi14",1
"1418",397,"Pi15",1.5
"1419",397,"Pi16",4
"1420",397,"Pi17",5
"1421",397,"Pi18",7
"1422",397,"Pi3",7
"1423",397,"Pi4",4
"1424",397,"Pi5",5
"1425",398,"Pi14",1
"1426",398,"Pi15",1.5
"1427",398,"Pi16",4
"1428",398,"Pi17",5
"1429",398,"Pi18",7
"1430",398,"Pi3",7
"1431",398,"Pi4",4
"1432",398,"Pi5",5
"1433",399,"Pi14",1
"1434",399,"Pi15",1.5
"1435",399,"Pi16",4
"1436",399,"Pi17",5
"1437",399,"Pi18",7
"1438",399,"Pi3",7
"1439",399,"Pi4",4
"1440",399,"Pi5",5
"1441",400,"Pi14",1
"1442",400,"Pi15",1.5
"1443",400,"Pi16",4
"1444",400,"Pi17",5
"1445",400,"Pi18",7
"1446",400,"Pi3",7
"1447",400,"Pi4",4
"1448",400,"Pi5",5
"1449",401,"Pi14",1
"1450",401,"Pi15",1.5
"1451",401,"Pi17",5
"1452",401,"Pi18",7
"1453",401,"Pi3",7
"1454",401,"Pi4",4
"1455",401,"Pi5",5
"1456",402,"Pi14",1
"1457",402,"Pi15",1.5
"1458",402,"Pi17",5
"1459",402,"Pi18",7
"1460",402,"Pi3",7
"1461",402,"Pi4",4
"1462",402,"Pi5",5
"1463",403,"Pi14",1
"1464",403,"Pi15",1.5
"1465",403,"Pi17",5
"1466",403,"Pi18",7
"1467",403,"Pi3",7
"1468",403,"Pi4",4
"1469",403,"Pi5",5
"1470",404,"Pi14",1
"1471",404,"Pi15",1.5
"1472",404,"Pi17",5
"1473",404,"Pi18",7
"1474",404,"Pi3",7
"1475",404,"Pi4",4
"1476",404,"Pi5",5
"1477",405,"Pi14",1
"1478",405,"Pi15",1.5
"1479",405,"Pi17",5
"1480",405,"Pi18",7
"1481",405,"Pi3",7
"1482",405,"Pi4",4
"1483",405,"Pi5",5
"1484",406,"Pi14",1
"1485",406,"Pi15",1.5
"1486",406,"Pi17",5
"1487",406,"Pi18",7
"1488",406,"Pi3",7
"1489",406,"Pi4",4
"1490",406,"Pi5",5
"1491",407,"Pi14",1
"1492",407,"Pi15",1.5
"1493",407,"Pi17",5
"1494",407,"Pi18",7
"1495",407,"Pi3",7
"1496",407,"Pi4",4
"1497",407,"Pi5",5
"1498",408,"Pi14",1
"1499",408,"Pi15",1.5
"1500",408,"Pi17",5
"1501",408,"Pi18",7
"1502",408,"Pi3",7
"1503",408,"Pi4",4
"1504",408,"Pi5",5
"1505",409,"Pi14",1
"1506",409,"Pi15",1.5
"1507",409,"Pi17",5
"1508",409,"Pi18",7
"1509",409,"Pi3",7
"1510",409,"Pi4",4
"1511",409,"Pi5",5
"1512",410,"Pi14",1
"1513",410,"Pi15",1.5
"1514",410,"Pi17",5
"1515",410,"Pi18",7
"1516",410,"Pi3",7
"1517",410,"Pi4",4
"1518",410,"Pi5",5
"1519",411,"Pi14",1
"1520",411,"Pi15",1.5
"1521",411,"Pi17",5
"1522",411,"Pi18",7
"1523",411,"Pi3",7
"1524",411,"Pi4",4
"1525",411,"Pi5",5
"1526",412,"Pi14",1
"1527",412,"Pi15",1.5
"1528",412,"Pi17",5
"1529",412,"Pi18",7
"1530",412,"Pi3",7
"1531",412,"Pi4",4
"1532",412,"Pi5",5
"1533",413,"Pi14",1
"1534",413,"Pi15",1.5
"1535",413,"Pi17",5
"1536",413,"Pi18",7
"1537",413,"Pi3",7
"1538",413,"Pi4",4
"1539",413,"Pi5",5
"1540",414,"Pi14",1
"1541",414,"Pi15",1.5
"1542",414,"Pi17",5
"1543",414,"Pi18",7
"1544",414,"Pi3",7
"1545",414,"Pi4",4
"1546",414,"Pi5",5
"1547",415,"Pi14",1
"1548",415,"Pi15",1.5
"1549",415,"Pi17",5
"1550",415,"Pi18",7
"1551",415,"Pi3",7
"1552",415,"Pi4",4
"1553",415,"Pi5",5
"1554",416,"Pi14",1
"1555",416,"Pi15",1.5
"1556",416,"Pi17",5
"1557",416,"Pi18",7
"1558",416,"Pi3",7
"1559",416,"Pi4",4
"1560",416,"Pi5",5
"1561",417,"Pi14",1
"1562",417,"Pi15",1.5
"1563",417,"Pi17",5
"1564",417,"Pi18",7
"1565",417,"Pi3",7
"1566",417,"Pi4",4
"1567",417,"Pi5",5
"1568",418,"Pi14",1
"1569",418,"Pi15",1.5
"1570",418,"Pi17",5
"1571",418,"Pi18",7
"1572",418,"Pi3",7
"1573",418,"Pi4",4
"1574",418,"Pi5",5
"1575",419,"Pi14",1
"1576",419,"Pi15",1.5
"1577",419,"Pi17",5
"1578",419,"Pi18",7
"1579",419,"Pi3",7
"1580",419,"Pi4",4
"1581",419,"Pi5",5
"1582",420,"Pi14",1
"1583",420,"Pi15",1.5
"1584",420,"Pi17",5
"1585",420,"Pi18",7
"1586",420,"Pi3",7
"1587",420,"Pi4",4
"1588",420,"Pi5",5
"1589",421,"Pi14",1
"1590",421,"Pi15",1.5
"1591",421,"Pi17",5
"1592",421,"Pi18",7
"1593",421,"Pi3",7
"1594",421,"Pi4",4
"1595",421,"Pi5",5
"1596",422,"Pi14",1
"1597",422,"Pi15",1.5
"1598",422,"Pi17",5
"1599",422,"Pi18",7
"1600",422,"Pi3",7
"1601",422,"Pi4",4
"1602",422,"Pi5",5
"1603",423,"Pi14",1
"1604",423,"Pi15",1.5
"1605",423,"Pi17",5
"1606",423,"Pi18",7
"1607",423,"Pi3",7
"1608",423,"Pi4",4
"1609",423,"Pi5",5
"1610",424,"Pi14",1
"1611",424,"Pi15",1.5
"1612",424,"Pi17",5
"1613",424,"Pi18",7
"1614",424,"Pi3",7
"1615",424,"Pi4",4
"1616",424,"Pi5",5
"1617",425,"Pi14",1
"1618",425,"Pi15",1.5
"1619",425,"Pi17",5
"1620",425,"Pi18",7
"1621",425,"Pi3",7
"1622",425,"Pi4",4
"1623",425,"Pi5",5
"1624",426,"Pi14",1
"1625",426,"Pi15",1.5
"1626",426,"Pi17",5
"1627",426,"Pi18",7
"1628",426,"Pi3",7
"1629",426,"Pi4",4
"1630",426,"Pi5",5
"1631",427,"Pi14",1
"1632",427,"Pi15",1.5
"1633",427,"Pi17",5
"1634",427,"Pi18",7
"1635",427,"Pi3",7
"1636",427,"Pi4",4
"1637",427,"Pi5",5
"1638",428,"Pi14",1
"1639",428,"Pi15",1.5
"1640",428,"Pi17",5
"1641",428,"Pi18",7
"1642",428,"Pi3",7
"1643",428,"Pi4",4
"1644",428,"Pi5",5
"1645",429,"Pi14",1
"1646",429,"Pi15",1.5
"1647",429,"Pi17",5
"1648",429,"Pi18",7
"1649",429,"Pi3",7
"1650",429,"Pi4",4
"1651",429,"Pi5",5
"1652",430,"GiT7",5
"1653",430,"Pi14",1
"1654",430,"Pi15",1.5
"1655",430,"Pi17",5
"1656",430,"Pi18",7
"1657",430,"Pi3",7
"1658",430,"Pi4",4
"1659",430,"Pi5",5
"1660",431,"GiT7",5
"1661",431,"Pi14",1
"1662",431,"Pi15",1.5
"1663",431,"Pi17",5
"1664",431,"Pi18",7
"1665",431,"Pi3",7
"1666",431,"Pi4",4
"1667",431,"Pi5",5
"1668",432,"GiT7",5
"1669",432,"Pi14",1
"1670",432,"Pi15",1.5
"1671",432,"Pi17",5
"1672",432,"Pi18",7
"1673",432,"Pi3",7
"1674",432,"Pi4",4
"1675",432,"Pi5",5
"1676",433,"GiT7",5
"1677",433,"Pi14",1
"1678",433,"Pi15",1.5
"1679",433,"Pi17",5
"1680",433,"Pi18",7
"1681",433,"Pi3",7
"1682",433,"Pi4",4
"1683",433,"Pi5",5
"1684",434,"GiT7",5
"1685",434,"Pi14",1
"1686",434,"Pi15",1.5
"1687",434,"Pi17",5
"1688",434,"Pi18",7
"1689",434,"Pi3",7
"1690",434,"Pi4",4
"1691",434,"Pi5",5
"1692",435,"GiT7",5
"1693",435,"Pi14",1
"1694",435,"Pi15",1.5
"1695",435,"Pi17",5
"1696",435,"Pi18",7
"1697",435,"Pi3",7
"1698",435,"Pi4",4
"1699",435,"Pi5",5
"1700",436,"GiT7",5
"1701",436,"Pi14",1
"1702",436,"Pi15",1.5
"1703",436,"Pi17",5
"1704",436,"Pi18",7
"1705",436,"Pi3",7
"1706",436,"Pi4",4
"1707",436,"Pi5",5
"1708",437,"GiT7",5
"1709",437,"Pi14",1
"1710",437,"Pi15",1.5
"1711",437,"Pi17",5
"1712",437,"Pi18",7
"1713",437,"Pi3",7
"1714",437,"Pi4",4
"1715",437,"Pi5",5
"1716",438,"GiT7",5
"1717",438,"Pi14",1
"1718",438,"Pi15",1.5
"1719",438,"Pi17",5
"1720",438,"Pi18",7
"1721",438,"Pi3",7
"1722",438,"Pi4",4
"1723",438,"Pi5",5
"1724",439,"GiT7",5
"1725",439,"Pi14",1
"1726",439,"Pi15",1.5
"1727",439,"Pi17",5
"1728",439,"Pi18",7
"1729",439,"Pi3",7
"1730",439,"Pi4",4
"1731",439,"Pi5",5
"1732",440,"GiT7",5
"1733",440,"Pi14",1
"1734",440,"Pi15",1.5
"1735",440,"Pi17",5
"1736",440,"Pi18",7
"1737",440,"Pi3",7
"1738",440,"Pi4",4
"1739",440,"Pi5",5
"1740",441,"GiT7",5
"1741",441,"Pi14",1
"1742",441,"Pi15",1.5
"1743",441,"Pi17",5
"1744",441,"Pi18",7
"1745",441,"Pi3",7
"1746",441,"Pi4",4
"1747",441,"Pi5",5
"1748",442,"GiT7",5
"1749",442,"Pi14",1
"1750",442,"Pi15",1.5
"1751",442,"Pi17",5
"1752",442,"Pi18",7
"1753",442,"Pi3",7
"1754",442,"Pi4",4
"1755",442,"Pi5",5
"1756",443,"GiT7",5
"1757",443,"Pi14",1
"1758",443,"Pi15",1.5
"1759",443,"Pi17",5
"1760",443,"Pi18",7
"1761",443,"Pi3",7
"1762",443,"Pi4",4
"1763",443,"Pi5",5
"1764",444,"GiT7",5
"1765",444,"Pi14",1
"1766",444,"Pi15",1.5
"1767",444,"Pi17",5
"1768",444,"Pi18",7
"1769",444,"Pi3",7
"1770",444,"Pi4",4
"1771",444,"Pi5",5
"1772",445,"GiT7",5
"1773",445,"Pi14",1
"1774",445,"Pi15",1.5
"1775",445,"Pi17",5
"1776",445,"Pi18",7
"1777",445,"Pi3",7
"1778",445,"Pi4",4
"1779",445,"Pi5",5
"1780",446,"GiT7",5
"1781",446,"Pi14",1
"1782",446,"Pi15",1.5
"1783",446,"Pi17",5
"1784",446,"Pi18",7
"1785",446,"Pi3",7
"1786",446,"Pi4",4
"1787",446,"Pi5",5
"1788",447,"GiT7",5
"1789",447,"Pi14",1
"1790",447,"Pi15",1.5
"1791",447,"Pi17",5
"1792",447,"Pi18",7
"1793",447,"Pi3",7
"1794",447,"Pi4",4
"1795",447,"Pi5",5
"1796",448,"GiT7",5
"1797",448,"Pi14",1
"1798",448,"Pi15",1.5
"1799",448,"Pi17",5
"1800",448,"Pi18",7
"1801",448,"Pi3",7
"1802",448,"Pi4",4
"1803",448,"Pi5",5
"1804",449,"GiT7",5
"1805",449,"Pi14",1
"1806",449,"Pi15",1.5
"1807",449,"Pi17",5
"1808",449,"Pi18",7
"1809",449,"Pi3",7
"1810",449,"Pi4",4
"1811",449,"Pi5",5
"1812",450,"GiT7",5
"1813",450,"Pi14",1
"1814",450,"Pi15",1.5
"1815",450,"Pi17",5
"1816",450,"Pi18",7
"1817",450,"Pi3",7
"1818",450,"Pi4",4
"1819",450,"Pi5",5
"1820",451,"GiT7",5
"1821",451,"Pi14",1
"1822",451,"Pi15",1.5
"1823",451,"Pi17",5
"1824",451,"Pi18",7
"1825",451,"Pi3",7
"1826",451,"Pi5",5
"1827",452,"GiT7",5
"1828",452,"Pi14",1
"1829",452,"Pi15",1.5
"1830",452,"Pi17",5
"1831",452,"Pi18",7
"1832",452,"Pi3",7
"1833",452,"Pi5",5
"1834",453,"GiT7",5
"1835",453,"Pi14",1
"1836",453,"Pi15",1.5
"1837",453,"Pi17",5
"1838",453,"Pi18",7
"1839",453,"Pi3",7
"1840",453,"Pi5",5
"1841",454,"GiT7",5
"1842",454,"Pi14",1
"1843",454,"Pi15",1.5
"1844",454,"Pi17",5
"1845",454,"Pi18",7
"1846",454,"Pi3",7
"1847",454,"Pi5",5
"1848",455,"GiT7",5
"1849",455,"Pi14",1
"1850",455,"Pi15",1.5
"1851",455,"Pi17",5
"1852",455,"Pi18",7
"1853",455,"Pi3",7
"1854",455,"Pi5",5
"1855",456,"GiT7",5
"1856",456,"Pi14",1
"1857",456,"Pi15",1.5
"1858",456,"Pi18",7
"1859",456,"Pi3",7
"1860",456,"Pi5",5
"1861",457,"GiT7",5
"1862",457,"Pi14",1
"1863",457,"Pi15",1.5
"1864",457,"Pi18",7
"1865",457,"Pi3",7
"1866",457,"Pi5",5
"1867",458,"GiT7",5
"1868",458,"Pi14",1
"1869",458,"Pi15",1.5
"1870",458,"Pi18",7
"1871",458,"Pi3",7
"1872",458,"Pi5",5
"1873",459,"GiT7",5
"1874",459,"Pi14",1
"1875",459,"Pi15",1.5
"1876",459,"Pi18",7
"1877",459,"Pi3",7
"1878",459,"Pi5",5
"1879",460,"GiT7",5
"1880",460,"Pi14",1
"1881",460,"Pi15",1.5
"1882",460,"Pi18",7
"1883",460,"Pi3",7
"1884",460,"Pi5",5
"1885",461,"GiT7",5
"1886",461,"Pi14",1
"1887",461,"Pi15",1.5
"1888",461,"Pi18",7
"1889",461,"Pi3",7
"1890",461,"Pi5",5
"1891",462,"GiT7",5
"1892",462,"Pi14",1
"1893",462,"Pi15",1.5
"1894",462,"Pi18",7
"1895",462,"Pi3",7
"1896",462,"Pi5",5
"1897",463,"GiT7",5
"1898",463,"Pi14",1
"1899",463,"Pi15",1.5
"1900",463,"Pi18",7
"1901",463,"Pi3",7
"1902",463,"Pi5",5
"1903",464,"GiT7",5
"1904",464,"Pi14",1
"1905",464,"Pi15",1.5
"1906",464,"Pi18",7
"1907",464,"Pi3",7
"1908",464,"Pi5",5
"1909",465,"GiT7",5
"1910",465,"Pi14",1
"1911",465,"Pi15",1.5
"1912",465,"Pi18",7
"1913",465,"Pi3",7
"1914",465,"Pi5",5
"1915",466,"GiT7",5
"1916",466,"Pi14",1
"1917",466,"Pi15",1.5
"1918",466,"Pi18",7
"1919",466,"Pi3",7
"1920",466,"Pi5",5
"1921",467,"GiT7",5
"1922",467,"Pi14",1
"1923",467,"Pi15",1.5
"1924",467,"Pi18",7
"1925",467,"Pi3",7
"1926",467,"Pi5",5
"1927",468,"GiT7",5
"1928",468,"Pi14",1
"1929",468,"Pi15",1.5
"1930",468,"Pi18",7
"1931",468,"Pi3",7
"1932",468,"Pi5",5
"1933",469,"GiT7",5
"1934",469,"Pi14",1
"1935",469,"Pi15",1.5
"1936",469,"Pi18",7
"1937",469,"Pi3",7
"1938",469,"Pi5",5
"1939",470,"GiT7",5
"1940",470,"Pi14",1
"1941",470,"Pi15",1.5
"1942",470,"Pi18",7
"1943",470,"Pi3",7
"1944",470,"Pi5",5
"1945",471,"GiT7",5
"1946",471,"Pi14",1
"1947",471,"Pi15",1.5
"1948",471,"Pi18",7
"1949",471,"Pi3",7
"1950",472,"GiT7",5
"1951",472,"Pi14",1
"1952",472,"Pi15",1.5
"1953",472,"Pi18",7
"1954",472,"Pi3",7
"1955",473,"GiT7",5
"1956",473,"Pi14",1
"1957",473,"Pi15",1.5
"1958",473,"Pi18",7
"1959",473,"Pi3",7
"1960",474,"GiT7",5
"1961",474,"Pi14",1
"1962",474,"Pi15",1.5
"1963",474,"Pi18",7
"1964",474,"Pi3",7
"1965",475,"GiT7",5
"1966",475,"Pi14",1
"1967",475,"Pi15",1.5
"1968",475,"Pi18",7
"1969",475,"Pi3",7
"1970",476,"GiT7",5
"1971",476,"Pi14",1
"1972",476,"Pi15",1.5
"1973",476,"Pi18",7
"1974",476,"Pi3",7
"1975",477,"GiT7",5
"1976",477,"Pi14",1
"1977",477,"Pi15",1.5
"1978",477,"Pi18",7
"1979",477,"Pi3",7
"1980",478,"GiT7",5
"1981",478,"Pi14",1
"1982",478,"Pi15",1.5
"1983",478,"Pi18",7
"1984",478,"Pi3",7
"1985",479,"GiT7",5
"1986",479,"Pi14",1
"1987",479,"Pi15",1.5
"1988",479,"Pi18",7
"1989",479,"Pi3",7
"1990",480,"GiT7",5
"1991",480,"Pi14",1
"1992",480,"Pi15",1.5
"1993",480,"Pi18",7
"1994",480,"Pi3",7
"1995",481,"GiT7",5
"1996",481,"Pi14",1
"1997",481,"Pi15",1.5
"1998",481,"Pi18",7
"1999",481,"Pi3",7
"2000",482,"GiT7",5
"2001",482,"Pi14",1
"2002",482,"Pi15",1.5
"2003",482,"Pi18",7
"2004",482,"Pi3",7
"2005",483,"GiT7",5
"2006",483,"Pi14",1
"2007",483,"Pi15",1.5
"2008",483,"Pi18",7
"2009",483,"Pi3",7
"2010",484,"GiT7",5
"2011",484,"Pi14",1
"2012",484,"Pi15",1.5
"2013",484,"Pi18",7
"2014",484,"Pi3",7
"2015",485,"GiT7",5
"2016",485,"Pi14",1
"2017",485,"Pi15",1.5
"2018",485,"Pi18",7
"2019",485,"Pi3",7
"2020",486,"GiT7",5
"2021",486,"Pi14",1
"2022",486,"Pi15",1.5
"2023",486,"Pi18",7
"2024",486,"Pi3",7
"2025",487,"GiT7",5
"2026",487,"Pi14",1
"2027",487,"Pi15",1.5
"2028",487,"Pi18",7
"2029",487,"Pi3",7
"2030",488,"GiT7",5
"2031",488,"Pi14",1
"2032",488,"Pi15",1.5
"2033",488,"Pi18",7
"2034",488,"Pi3",7
"2035",489,"GiT7",5
"2036",489,"Pi14",1
"2037",489,"Pi15",1.5
"2038",489,"Pi18",7
"2039",489,"Pi3",7
"2040",490,"GiT7",5
"2041",490,"Pi14",1
